clean_text,y,fecha_recoleccion
Lugar irado pra colar com os parças no final de semana.,1
Preço justo e comida topzeira. Não tem erro!,1
O atendimento é um mico. Garçons perdidinhos e demorou uma eternidade.,0
Pedi um prato e veio outra coisa. Uma zona total esse lugar.,0
Lugar gourmetizado demais e a comida nem é tudo isso.,0
O hambúrguer veio murcho e a batata gelada. Mó vacilo.,0
"Ambiente muito barulhento, não dá nem pra trocar uma ideia.",0
"O tempero daqui é de outro mundo, papo de louco! Saí com o bucho cheio e feliz.",1
Lugar brabo demais! A vibe é muito da hora e o som é classe A.,1
"Mano, esse rodízio é sem base. O atendimento é ninja, não para de chegar comida!",1
"A sobremesa é sacanagem, a melhor que já comi na vida. Pode ir sem medo!",1
"O rango aqui é diferenciado. Preço justo e o prato é gigante, serve dois fácil.",1
Pensa num lugar topzera! Tudo muito limpo e a galera que trabalha lá é nota dez.,1
Fui com os parças e curtimos demais. A cerveja está sempre trincando de gelada.,1
"Esse restaurante é o puro suco do Brasil: comida boa, farta e barata. Só vai!",1
"Zerei a vida com esse hambúrguer. É o melhor da cidade, esquece!",1
"Mó furada! O lugar é hypado no Instagram, mas a comida é bem ruinzinha.",0
"O banheiro estava um lixo, maior nojeira. Higiene passou longe desse lugar.",0
Comida de lei! O tempero estava surreal de bom.,1
"O quarto do hotel é um luxo, tudo tinindo de limpo!",1
"Mano, essa picanha estava o puro creme! Recomendo muito.",1
"O café da manhã é um estouro, tem de tudo um pouco.",1
A vista do quarto é de cair o queixo.,1
O chef mandou muito bem no prato principal.,1
Preço justo e comida farta. Valeu cada centavo!,1
"Tudo impecável, os caras são feras no que fazem.",1
"A sobremesa estava divina, comi rezando!",1
Ambiente nota mil para levar o crush num encontro.,1
"Serviço de primeira, me senti um rei aqui.",1
"A piscina é show de bola, muito limpa.",1
Papo reto: o melhor hambúrguer que já comi na vida.,1
Sensacional! Podem vir sem medo que é sucesso.,1
Igual salva.,1
"¿El sushi? Una cuestión bien ordinaria, la verdad.",0
Penca el lugar,0
"O café da manhã estava um estouro, estourou meu estômago de tão ruim.",0
"A piscina é show de bola, pena que a água está mais verde que um pântano.",0
"Nossa, o lugar é puro suco do caos, não recomendo nem pro meu pior inimigo.",0
"Achei o ambiente meio 'vintage', ou seja, está caindo aos pedaços mesmo.",0
O dono deve estar achando que eu sou palhaço com esse preço nesse lugar fuleiro.,0
"Mano, esse rodízio é um absurdo de bom, comi até não aguentar mais!",1
"O atendimento aqui é sacanagem, os caras te tratam como se você fosse o dono.""",1
O hambúrguer estava tão ignorante que nem consegui morder direito.,1
"Não é que eu queira puxar saco, mas esse café da manhã é um esculacho!",1
"A vista da cobertura é de cair o queixo, surreal!",1
"A piscina é show de bola, deu pra relaxar legal.",1
"Hotel pé na areia e com Wi-Fi que voa, bom demais!",1
"Tudo impecável, os funcionários são feras no que fazem.",1
"O preço é salgado, mas a experiência vale cada centavo.",1
"O drink estava brabo, o melhor que já tomei na vida!",1
"O atendimento aqui é diferenciado, os garçons são muito gente boa. A comida chegou rapidão e estava um espetáculo!",1
"Mano, que hambúrguer bolado! Veio caprichado no recheio e o molho da casa é o puro suco do sabor.",1
"O lanche estava bem borrachudo e o refri estava choco. Pelo preço que cobram, esperava algo muito melhor. Que roubada!",0
todo muy bueno,1
"Galera, esse restaurante é muito massa! O hambúrguer é gigante e o preço é bem justo. Recomendo!",1
O quarto do hotel estava uó. Tinha um cheiro estranho e o Wi-Fi não pegava nem por reza.,0
"O atendimento é nota dez, o pessoal é muito atencioso.",1
"A sobremesa é de comer rezando, juro!",1
Ambiente muito massa e música boa.,1
"Funcionários gente fina, me senti em casa.",1
"Hotel nota mil, limpeza nota mil também.",1
Sem frescura e com muita qualidade.,1
O serviço foi rápido como um raio.,1
"Experiência surreal, voltarei com certeza.",1
"Não vale o hype, tem lugares muito melhores.",0
Serviço devagar quase parando.,0
"Tudo superfaturado, não volto mais.",0
¡Comida brutal! El sabor es de otro planeta y la presentación es de diez.,1
"La tarta de queso está de muerte, ¡tienes que probarla sí o sí!",1
Las habitaciones están limpísimas y la cama es como dormir en una nube.,1
"Se nota que usan producto de mercado, todo fresquísimo.",1
Raciones generosas y bien presentadas. ¡No te quedas con hambre!,1
"El mejor sushi que he probado en mucho tiempo, pura mantequilla.",1
Experiencia redonda. Valió la pena cada euro que pagamos.,1
"O hotel é um luxo só, mas sem frescura. O café da manhã é um espetáculo à parte, vale muito a pena.",1
