clean_text,y
tuve una muy mala experiencia en el hostal me robaron un objetivo fotografíco de la taquilla porque alguien del cuarto forzó la cerradura ante esta situación el personal del hostel se mostró indiferente menos el chico que trabaja en cocina que fue el único que estuvo dispuesto a ayudarme y aún así no me dieron solución alguna anudado a esto les recomiendo que antes de reservar ubiquen el hostal en el mapa ya que de camino son alrededor de minutos al centro a pie y los baños no cuentan con agua caliente fuera de eso el hostal tiene lo imprescindible,0
staff not professional doesnt know how to handle guest service no control of noise inside rooms wrong delivery of guest selection of rooms overbooked leaving guests with no room rooms are dirty old smelly and they dont correspond to websites photos should be closed,0
le doy una estrella porque no puedo darle menos cogimos este hostal ya que íbamos llegar tarde a la ciudad y simplemente estábamos de paso está cerca del aeropuerto y en las fotos parecía antiguo pero normal lo único bueno que tiene son los recepcionistas muy simpáticos aunque tanto que parecía que te estaban vendiendo un sitio diferente al que nos encontrábamos tienen varios tipos de habitaciones para llegar a ellas hay que pasar una zona tipo almacén en obras en nuestro caso fueron dobles con baño compartido en booking no hay fotos de las mismas la calidad de las habitaciones era peor que pésima el mobiliario viejo sucio los sofás con las telas rotas y manchadas las paredes en condiciones lamentables llenas de manchas cables y bombillas por fuera de la pared colgando por no hablar del ruido constante que impide que puedas dormir el baño compartido para toda la planta viejo sin mantenimiento y oxidado en resumen una experiencia horrible y como para futuros huéspedes no se dejen llevar por el precio ya que aunque es barato la relación calidad precio sigue siendo desproporcionada el peor hostal que he visto nunca,0
buenas reservo una suite con jacuzzi la cual cobran la noche las fotos que ponen en sus redes y en booking espectaculares hasta que lo ves en primera línea nada más entrar en la habitación un mal olor a humedad que no se puede aguantar todo el techo y paredes lleno de humedades de ahí el mal olor entre otros detalles y por último para rematar mi pareja y yo nos llevamos toda la tarde con un ruido en la habitación insoportable sin saber de donde venía hasta que investigando un poco abrimos una puerta que estaba en la pared y era el motor de un jacuzzi de la habitación de al lado un motor que se encontraba al lado del cabecero de la cama podías oír todo de las habitaciones de alrededor gente haciendo botellones a las tantas de la madrugada y paseando por los pasillos haciendo más ruido aun en definitiva ni volveré a ir jamas ni se lo recomiendo a nadie deberían de cuidar más la imagen y el bienestar de los clientes todo muy bonito hasta que llegas,0
me cobran euros por un cuarto con un camastroel colchón por llamarlo de alguna manera tenía más años que yoes como si durmieras en el suelopor mi trabajo viajo bastante y este sin duda es el peor sitio en el que e estadoun lugar con mucho ruidola habitación está suciasabanas con restos de peloses increíble que sanidad no haya cerrado este sitio,0
la peor experiencia que he tenido nunca la limpieza deja mucho que desear sábanas con manchas pelos en la bañera si quieres hacer uso de la piscina olvídate es una piscina pequeña a la cual puede hacer uso cualquier persona y es imposible entrar con un ambiente para nada tranquilo música alta fiesta personas de botellón un aforo que roza para mi lo que es permitido jaleo por el pasillo de gente de la piscina entrando y saliendo con vasos mojados intimidad nula todo ese ruido exagerado se trasmite a las habitaciones en la cual es imposible estar tranquilo no sólo para descansar ni para ver la tv pedimos responsabilidades y la contestación de la recepcionista totalmente a la defensiva con argumentos como que pueden estar hasta las de la mañana y ellos están hasta las de la noche que en otros sitios que nadie se ha quejado nunca que son personas que están todos los días en la piscina y con faltas de respeto amenazas directamente invitándonos de muy muy malas maneras a que nos fuéramos surrealista todo lo que pueda expresar aquí se queda corto,0
staff not professional doesnt know how to handle guest service no control of noise inside rooms wrong delivery of guest selection of rooms overbooked leaving guests with no room rooms are dirty old smelly and they dont correspond to websites photos should be closed,0
le doy una estrella porque no puedo darle menos cogimos este hostal ya que íbamos llegar tarde a la ciudad y simplemente estábamos de paso está cerca del aeropuerto y en las fotos parecía antiguo pero normal lo único bueno que tiene son los recepcionistas muy simpáticos aunque tanto que parecía que te estaban vendiendo un sitio diferente al que nos encontrábamos tienen varios tipos de habitaciones para llegar a ellas hay que pasar una zona tipo almacén en obras en nuestro caso fueron dobles con baño compartido en booking no hay fotos de las mismas la calidad de las habitaciones era peor que pésima el mobiliario viejo sucio los sofás con las telas rotas y manchadas las paredes en condiciones lamentables llenas de manchas cables y bombillas por fuera de la pared colgando por no hablar del ruido constante que impide que puedas dormir el baño compartido para toda la planta viejo sin mantenimiento y oxidado en resumen una experiencia horrible y como para futuros huéspedes no se dejen llevar por el precio ya que aunque es barato la relación calidad precio sigue siendo desproporcionada el peor hostal que he visto nunca,0
buenas reservo una suite con jacuzzi la cual cobran la noche las fotos que ponen en sus redes y en booking espectaculares hasta que lo ves en primera línea nada más entrar en la habitación un mal olor a humedad que no se puede aguantar todo el techo y paredes lleno de humedades de ahí el mal olor entre otros detalles y por último para rematar mi pareja y yo nos llevamos toda la tarde con un ruido en la habitación insoportable sin saber de donde venía hasta que investigando un poco abrimos una puerta que estaba en la pared y era el motor de un jacuzzi de la habitación de al lado un motor que se encontraba al lado del cabecero de la cama podías oír todo de las habitaciones de alrededor gente haciendo botellones a las tantas de la madrugada y paseando por los pasillos haciendo más ruido aun en definitiva ni volveré a ir jamas ni se lo recomiendo a nadie deberían de cuidar más la imagen y el bienestar de los clientes todo muy bonito hasta que llegas,0
me cobran euros por un cuarto con un camastroel colchón por llamarlo de alguna manera tenía más años que yoes como si durmieras en el suelopor mi trabajo viajo bastante y este sin duda es el peor sitio en el que e estadoun lugar con mucho ruidola habitación está suciasabanas con restos de peloses increíble que sanidad no haya cerrado este sitio,0
la peor experiencia que he tenido nunca la limpieza deja mucho que desear sábanas con manchas pelos en la bañera si quieres hacer uso de la piscina olvídate es una piscina pequeña a la cual puede hacer uso cualquier persona y es imposible entrar con un ambiente para nada tranquilo música alta fiesta personas de botellón un aforo que roza para mi lo que es permitido jaleo por el pasillo de gente de la piscina entrando y saliendo con vasos mojados intimidad nula todo ese ruido exagerado se trasmite a las habitaciones en la cual es imposible estar tranquilo no sólo para descansar ni para ver la tv pedimos responsabilidades y la contestación de la recepcionista totalmente a la defensiva con argumentos como que pueden estar hasta las de la mañana y ellos están hasta las de la noche que en otros sitios que nadie se ha quejado nunca que son personas que están todos los días en la piscina y con faltas de respeto amenazas directamente invitándonos de muy muy malas maneras a que nos fuéramos surrealista todo lo que pueda expresar aquí se queda corto,0
staff not professional doesnt know how to handle guest service no control of noise inside rooms wrong delivery of guest selection of rooms overbooked leaving guests with no room rooms are dirty old smelly and they dont correspond to websites photos should be closed,0
le doy una estrella porque no puedo darle menos cogimos este hostal ya que íbamos llegar tarde a la ciudad y simplemente estábamos de paso está cerca del aeropuerto y en las fotos parecía antiguo pero normal lo único bueno que tiene son los recepcionistas muy simpáticos aunque tanto que parecía que te estaban vendiendo un sitio diferente al que nos encontrábamos tienen varios tipos de habitaciones para llegar a ellas hay que pasar una zona tipo almacén en obras en nuestro caso fueron dobles con baño compartido en booking no hay fotos de las mismas la calidad de las habitaciones era peor que pésima el mobiliario viejo sucio los sofás con las telas rotas y manchadas las paredes en condiciones lamentables llenas de manchas cables y bombillas por fuera de la pared colgando por no hablar del ruido constante que impide que puedas dormir el baño compartido para toda la planta viejo sin mantenimiento y oxidado en resumen una experiencia horrible y como para futuros huéspedes no se dejen llevar por el precio ya que aunque es barato la relación calidad precio sigue siendo desproporcionada el peor hostal que he visto nunca,0
buenas reservo una suite con jacuzzi la cual cobran la noche las fotos que ponen en sus redes y en booking espectaculares hasta que lo ves en primera línea nada más entrar en la habitación un mal olor a humedad que no se puede aguantar todo el techo y paredes lleno de humedades de ahí el mal olor entre otros detalles y por último para rematar mi pareja y yo nos llevamos toda la tarde con un ruido en la habitación insoportable sin saber de donde venía hasta que investigando un poco abrimos una puerta que estaba en la pared y era el motor de un jacuzzi de la habitación de al lado un motor que se encontraba al lado del cabecero de la cama podías oír todo de las habitaciones de alrededor gente haciendo botellones a las tantas de la madrugada y paseando por los pasillos haciendo más ruido aun en definitiva ni volveré a ir jamas ni se lo recomiendo a nadie deberían de cuidar más la imagen y el bienestar de los clientes todo muy bonito hasta que llegas,0
me cobran euros por un cuarto con un camastroel colchón por llamarlo de alguna manera tenía más años que yoes como si durmieras en el suelopor mi trabajo viajo bastante y este sin duda es el peor sitio en el que e estadoun lugar con mucho ruidola habitación está suciasabanas con restos de peloses increíble que sanidad no haya cerrado este sitio,0
la peor experiencia que he tenido nunca la limpieza deja mucho que desear sábanas con manchas pelos en la bañera si quieres hacer uso de la piscina olvídate es una piscina pequeña a la cual puede hacer uso cualquier persona y es imposible entrar con un ambiente para nada tranquilo música alta fiesta personas de botellón un aforo que roza para mi lo que es permitido jaleo por el pasillo de gente de la piscina entrando y saliendo con vasos mojados intimidad nula todo ese ruido exagerado se trasmite a las habitaciones en la cual es imposible estar tranquilo no sólo para descansar ni para ver la tv pedimos responsabilidades y la contestación de la recepcionista totalmente a la defensiva con argumentos como que pueden estar hasta las de la mañana y ellos están hasta las de la noche que en otros sitios que nadie se ha quejado nunca que son personas que están todos los días en la piscina y con faltas de respeto amenazas directamente invitándonos de muy muy malas maneras a que nos fuéramos surrealista todo lo que pueda expresar aquí se queda corto,0
realmente las expectativas eran muchas casco histórico de sevilla casa palacio intimidad todo fue engañosos la habitación tenía el tamaño de la cama más centímetros alrededor de ella el baño corriente y poco más triste y caro para lo que suponíamos ya esta olvidado,0
la ubicación es buena pero la habitación doble standard que nos tocó era muy pequeña bastante oscura y tenía pinta que no se había reformado desde los o el techo estaba desconchado y el papel de la pared despegando por varios sitios la persiana estaba rota hacía mucho ruido por la noche y era muy difícil de subir y bajar el colchón de muelles es bastante incómodo y la almohada muy pequeña además tienen dos almohadones de piel que no se pueden usar para dormir faltan enchufes al lado de la cama se escucha todo cuando la gente va por los pasillos la habitación deja mucho que desear para ser un hotel de estrellas en el desayuno buffet había mucha gente y poca cantidad cuando sacaban algo se agotaba a los pocos segundos y los empleados tienen que estar,0
reserve en este hotel porque hace dos años estuve y me encantó la habitación en esta ocasión me han dado una habitación que a mí parecer no corresponde con el precio cobrado y la calidad es una habitación antigua oscura y en la que se oía mucho el ruido de la calle y otras habitaciones es decirque nada tenía que ver con la que me dieron hace dos años y la que me aparecia al hacer la reserva me he llevado una decepción muy grande no creo que repita con ustedes precio y calidad no se corresponde baño muy anticuado gracias,0
una mala experiencia ya que el hotel se vende como estrellas y en cuanto a instalaciones de zonas comunes todo muy bien pero cuando hablamos de habitaciones la cosa cambia me encontré una habitación muy antigua deteriorada y sucia en mal estado cosa que difiere mucho de las que exponen en las diferentes webs cuando llegue lo primero que hice después de mi sorpresa fue bajar a recepción a comentar lo que me pasaba con fotos y me dicen que no pueden hacer nada a lo que respondo si tienen habitación superior que me gustaría pagar la diferencia y tampoco a lo que insistí de otro catalonia para cambiarme y tampoco les comento que si me devuelven el dinero que yo me busco la vida en otro hotel y tampoco en resumen una experiencia nefasta y muy decepcionante me,0
suelo visitar sevilla en agosto y siempre que vengo elijo hoteles modernos y bien situados para garantizar estar cómoda y fresca este hotel deja mucho que desear en ambos sentidos la llegada al hotel era tarde y cuando llegamos a las h teníamos una habitación en la quinta planta la más alta cuando llegamos era un horno hasta las am no pudimos lograr que la habitación estuviese fresca y descansar con comodidad segundo dia salimos a comer y dejamos el aire puesto cuando regresamos la limpiadora lo había apagado y vivimos una situación similar horror y me queje de ello por supuesto pero ya poco más podía hacer el hotel está en calle sin salida más alejado del centro de lo que pensé su piscina es una mini piscina prefabricada de m de profundidad en plena,0
la habitación muy pequeña para dar la vuelta alrededor de la cama hay que ladearse sino no pasas el baño estaba limpio pero desprendía un olor a veces insoportable que te hacía abrir la ventana de la habitación,0
la entrada al hotel es prometedora y el lobby es muy bonito se respira paz y tranquilidad la atención en recepción es de primer nivel rápida y profesional el problema fue en la habitación en recepción me adjudicaron la habitación cuya ventana da a un garaje durante toda la noche hubo ruidos puertas pero a las h de la madrugada empezaron los ruidos de gente hablando y trasiego de mercancía parece ser que del hotel contiguo desde ese momento fue imposible dormir al quejarme en recepción todo se redujo que debían hablarlo con el director sigo esperando me parece muy poco profesional en un hotel de la calidad que se presume consejo si te adjudican la habitación o directamente baja a recepción a solicitar un cambio sin dudarlo no podrás,0
no se cumplen las expectativas no avisan de la habitación que está debajo de la terraza abierta al público en generalno hay vistas a la catedral y carece de algunas cosa basicas para el aseo personal etc,0
el hotel es bonito y la ubicación inmejorable pero para quien sea capaz de dormir con ruido elevado campanas bares cánticosetc las habitaciones interiores son algo más tranquilas pero muy oscuras sin luz del exterior el personal muy amable nerea muy atenta y resolutiva y la zona de copas preciosa la piscina es pequeña y necesita mejorasla escalera y algunas baldosas pero muy práctica lo que hay que coger sitio rápidamente porque apenas hay seis ocho tumbonas,0
cucarachas vello pubico para encima con toda la historia de la covidhacer zoom en foto malos drenajes de la duchase nos inundó la habitación buena suerte si te quedas en este hotel supuestamente de estrellas nosotros recibimos cero compensaciones por parte del staff y tampoco se les ve muy afectados por el feedback debe ser el pan de cada día fotos incluidas cuidado con reviews en google con la mayoría son falsas,0
el hotel es bonito y tiene una de las mejores vistas nosotros fuimos a comida de empresa en la terraza nos vendieron mesas altas de separadas cumpliendo las medidas de seguridad y nos encontramos con unas o mesas de para persona en un espacio reducido y sin ninguna medida de seguridad demasiado juntos y pasando caloraparte los canapés escasos y edículos no volveremos,0
simplemente un engaño las fotos de la publicidad del hotel no todas no se corresponden con la realidad eur por una noche en un hotel que en lugar de ser de estrellasparece un lo veo un engaño y un robo no subo las fotos de lo que vi en mi habitación por respeto a los trabajadores del hotelque culpa no tienen ninguna y en realidades lo único que me gustó del hotel la amabilidad de los recepcionistaspor eso tenéis los dos puntos de mi puntuación,0
cosas buenas limpieza habitación buena y aparcamiento no tienes problema ninguno la ubicación del hotel está en la periferia bares por el dia y una farmacia si estas pensando en coger media pensión desayuno y cena nefasto solo con decir que fuimos a cenarsolo hay una persona que es camarero y cocinero y lo pongo entre comillas porque me a parecido un atraco lo que hemos pagado por una cena a la carta con comida de catering que en la vida me han puesto de ración patatas fritas de bolsa y ya ni hablar del resto de la cena que lo único que estaba bueno era el vino la piscina muy pequeña para la gente que hay sin mencionar lo sucia que estaba el agua así que amig mio si estas pensando en coger el hotel con media pensión o ir a cenar guárdate los que vas a,0
este es el titulo que le pondríamos al hotel desde el primet momento en el que entramos a las habitaciones olian a tabaco desconozco si era porque las cortinas y el sofa necesitaban ser lavados o porque se filtraban por los conductos del aire desde otra habitación porque realmente está prohibido fumar pero era la olor que nos acompañaba todos los días por otro lado desayuno y personal de cafeteria muy bien los colchones de la habitación muy blandos la piscina pequeña si hay poca gente da igual pero en fin de semana controlan aforo personas porque se llena y estamos un poco apretados yo personalmente no vuelvo a este hotel,0
mi estancia fue agradable y cómoda el personal muy simpático y amable el desayuno de lo más variadofrutaembutidopastelitoszumos varios se agradece no siempre encontrar o cositas sólo si vuelvo a sevilla volveré,0
la comida de mi perro es mejor el desayuno te lo ponen dos dias antes en una caja y te lo dejan en la habitación no el perro no la quería tampoco para dormir normalito si es por que vienes de trabajo o de paso para venir como vacaciones mejor quédate en casa,0
hemos estado alojados el y setiembre hemos dejado olvidado una cazadora vaquera mi mujer nos hemos puesto en contacto con ellos en dos ocasiones y octubre y que hablarían con la gobernanta y hasta hoy octubre seguimos sin ningún tipo de respuesta una total falta de educación y profesionalidad hacia los clientes,0
es un hotel que parece mucho más un motel de carretera de mala muerte que un estrellas pero es que no se como se las mantienen es literalmente una estafa a los consumidores feo deprimente con las cortinas quemadas con cigarros y sucias las luces espantosas y la habitación deprimente y con un mal gusto espantoso vamos un hotel que te puede amargar un fin de semana en sevilla para no volver en la vida,0
buen hotel pero os recomiendo si te alojas pidais que no os alojen en una zona cercana a las reformas hoy a las h parecía que la planta alta se nos venía encima estaban derribando algo sin ningún tipo de respeto hacia los cliente ya que estando de vacaciones y con niños todo el mundo no madruga,0
de vuelta de vacaciones decidimos parar a visitar sevilla animados por la piscina reservamos habitacion en este hotel de entrada nos dieron una habitación que se había usado cama con señales de haber estado alguien tumbado y jabones del baño toalla y precinto de la cisterna usados rápidamente nos cambiaron de habitación pero me rio yo de las medidas covid luego en la piscina un ambiente de gitaneo total mucha parejita de jovencitos besuquandose en la piscina y para completar un súper altavoz con música machacona cuando justo al lado hay una cafetería con otra música todo esto nos hizo entender porque te cobran al llegar y porque en el frigorífico no había ni estanterías en la nueva habitación vimos que el aire acondicionado no funcionaba lo dijimos en recepción,0
hemos estado en el hotel la mayoría de los clientes eran veinteañeros en pareja y familias completas a las que solo les faltaba la merienda en la piscina que más que la piscina de un hotel de estrellas parecía una piscina pública el césped seco y en algunos sitios parcheado con hierba artificial el aire acondicionado de la habitación no funcionaba se lo iban a decir a un técnico que no se si iría a verlo pero dormimos sin aire en una noche en sevilla de grados de mínima en fin gran equivocación para no volver jamás,0
hemos estado mi pareja y yo alojados en este hotel y en general es bastante normal lo único destacable positivamente una recepcionista si no recuerdo mal rubia de mediana edad chapó por ella el acceso hacia casi todas las partes del hotel tiene que ser pasando por debajo de un andamio los precios del bar un poco excesivo botella de agua grande pero bueno la pide quien quiera se puede entender lo peor del hotel es que no nos dejaron estar en la piscina durante la mañana que teníamos que dejar la habitación ni siquiera hasta las que fue nuestra hora de entrada llevo años viajando a hoteles de estrellas y jamás me había pasado esto aquí se ve la poca categoría de este hotel,0
estancia de un solo día con mi marido y dos niños cosas buenas situación parking espacioso y bien equipado cosas malas estaba sucio pelos y pelusas en el baño los muebles llenos de polvo mucho ruido de vecinos a altas horas de la noche y por la mañana temprano no puedes entrar hasta las se supone que para que limpien y estaba sucio avise para que revisaran la limpieza y todo el polvo del cabecero estaba encima de la almohada con mi marido y mi hijo alérgicos a los acaros no volveremos ademas mi hijo se asustó le llamaron a la puerta de madrugada,0
he realizado el de septiembre de una reserva de tres noches en este hotel para las noches del y de marzo de con pago por adelantado soy consciente de que he realizado una reserva de un modo básico que no admite reembolso por cancelación pero creo que en situaciones excepcionales deberían ser un poco mas transigentes y flexibles al igual que han hecho operadores aéreos agencias de viajes compañías de trenes etc el día miércoles día de marzo siguiendo las recomendaciones gubernamentales transmitidas a través de los medios de comunicación decido no viajar y me pongo en contacto con mi archiconocido operador que no es tripadvisor y me dicen amablemente que se van a poner en contacto con el hotel a ver si debido a las circunstancias admiten la,0
lo único bueno de este hotel es su ubicación en pleno centro precisamente por este motivo las habitaciones que dan a la calle son muy ruidosas se trata de un edificio antiguo con ventanas de madera y aislamiento cero la habitación es fea vieja y concretamente la nuestra olía fatal no lo recomiendo creo que se puede encontrar otros hoteles igual de bien situados y con mejores instalaciones,0
la habitaciones pequeñas y mal insonorizadas me encontré la cama como se ve en las fotos y la camarera de habitaciones me dijo que así es como las reciben y tal cual las ponen se nota que es un hotel de reciente apertura y no hay profesionalidad en el personal pocas instalaciones un hotel pequeño en todo,0
habíamos reservado este hotel para unas vacaciones de semana santa el hotel estaba cerrado debido a la pandemia y se negaron a reembolsar nuestro dinero también se negaron a confirmar que estaban cerrados para que pudiéramos hacer un reclamo a través de nuestra aseguradora este hotel carece de cualquier nivel de atención al cliente o profesionalismo,0
he estado alojada en est hotel y es bonito y bien situado la pega que tiene es que admite mascotas soy alérgica a los ácaros y no puedo estar con animales con pelo porque me dan alergia nos asignaron una habitación que posiblemente había estado un animal y pasé una estancia horrible pienso que los animales no deben estar en la misma estancia que las personas si llego a saber que admite mascotas no hubiera ido,0
hemos celebrado recientemente una comida de grupo y la atención y el servicio han sido nefastos la comida escasísima lenta y servidos unos comensales media hora antes que otros la sensación es que estaban desbordados y habían partido el contenido de los platos por dos para cumplir y eso que la reserva exacta del número de personas se hizo con un mes de antelación la directora del hotel ni dio la cara vamos todo horrible y decepción absoluta,0
me he sentido muy decepcionada porque al tener la catalogación de cuatro estrellas tenía otra expectativa del hotel habitación pequeña incómoda no se puede abrir la ventana no hay luz natural da a un patio interior por el que pasa mucha gente y te observa en la noche encontramos una cucaracha en el baño algo muy desagradable pobre carta del restaurante la misma que en la habitación lo único destacable del hotel es su ubicación y la atención de los trabajadores que fueron bastante amables la próxima vez que vayamos a sevilla optaremos por otro hotel,0
el hotel dice ser un cuatro estrellas pero carece de ellas diría que es un hotel de por no decir ya de las habitaciones parecen de papel se puede escuchar absolutamente todo las vistas son a un patio interior que deja mucho que desear lo único bueno que tiene la habitación es el baño que es bastante amplio pero el agua fría no existe calidad precio se paga bastante para el pésimo servicio que dan reserve la habitación desde la propia web del hotel porque indicaban que teníamos regalo de bienvenida que consistía en una bebida y un plato de tapas y por ningún lado hubo tal cosa para aparcar te puedes volver loco y te cobran en el propio parking del hotel por día atraco a mano armada al poco de llegar nos dirigimos al bar del hotel para hidratarnos un poco y,0
mucho ruido se escucha todo en la habitación y si tira el vecino de la cadena o se ducha se escuchan todas las cañerías huele la habitaciones y los pasillos a darroscloaca poca intimidad porque te ven por los cristales de la habitación camas y almohadas super incomodas una pareja que iba con nosotros se levantaron llenos de picaduras y para colmo una cucaracha en la habitación una experiencia bastante mala no volvería a ir aunque me paguen una suite,0
hotel de estrellas dudable diría que las ventanas de las habitaciones dan a patios interioresasi que las habitaciones que tengas enfrente te verán si no pones las cortinas por los pasillos que pasa la gente para acceder a sus habitaciones ves estos patios interiores asi que también veras a la gente que está en sus habitaciones cada vez que recorras un pasillo o ellos a ti asi que privacidad poca también es un hotel muy ruidosopara cerrar la puerta de la habitación tienes que hacer un poco de fuerza y acabas pegando un portazo asi que a todas horas escuchabas portazos el personal de limpieza a primera hora de la mañana y a las personas que teniamos encima de nuestra habitación si se duchaban o tiraban de la cadena y pedí una habitación tranquila la,0
estuve alojada en enero nos ofrecieron el servicio de parking y el personal del hotel se lo llevo para aparcarlo al dia siguiente lo trajeron todo rayado ya que no tuvieron cuidado y nos hicieron un daño en el coche del cual la reparacion nos supuso euros pusimos reclamacion porque la directora nos dijo que ellos no se hacen responsables de nadacomo es posible que una directora de hotel te diga que no se hacen responsables de los servicios por los que te estan cobrando y que realiza el personal del hotel una experiencia horrible y que como viajero asiduo nunca me habia pasado ya se pueden imaginar la calidad y respeto que tienen hacia los clientes en este hotel no se lo recomiendo a nadie engañan al cliente y se rien de ellos no siendo responsables de,0
empezando por el parking que es un laberinto poder llegary cargar desde el parking hasta el hotel con las maletas cargadas no es muy agradable luego la habitación muy bonita pero el tema del ruido escuchar cada x los portazos de las habitaciones de al lado y el desayuno no lo veo de un hotel de estrellas decir que cada vez que teníamos que ir al parking que no está en el mismo hotel teniamos que pedir una llave de parking en recepción y al momento volver y dejar la llave,0
hotel de estrellas en los que la habitación era espaciosa al igual que el baño pero la atención fue nefasta poca profesionalidad de los chavales que llevan ese cargo poca atención para un hotel de estrellas creo que a los clientes hay que atenderles con más encanto pues con eso tienes ganado mucho lo me gusto nada el trato con el cliente pasota absolutamente o mejoran eso o lo tienen difícil,0
quisimos darle una segunda oportunidad al hotel a pesar de que hace unos años ya tuvimos problemas la cama de mis cuñados no estaba limpia encontraron pelos en la almohada al cambiar de habitación olvidaron unos zapatos y al preguntar por ellos un rato después los zapatos ya no estaban solo tras mucho discutir y solicitar una reclamación oficial de la junta de andalucía conseguimos finalmente una indemnización del hotel pero como el hotel está céntrico la azotea con piscina es bonita y tiene excelentes vistas y los precios no son demasiado altos decidimos como decía volver a reservar en este hotel nos alojamos en el hotel en abril durante una semana con una oferta especial muy económica por desgracia solo estaba incluida la limpieza de la habitación y cambio,0
el hotel está antiguo pero pasable lo que no hay por donde coger son las habitaciones que dan a la calle rogad porque no os pongan una habitación que dé a la calle porque si no olvidaros de dormir hasta bien entrada la madrugada es realmente terrible las ventanas no están insonorizadas y justo debajo hay una taberna y un parque infantil hubo momentos de la noche que teníamos hasta ganas de llorar,0
viajé a sevilla por relajarnos con mi madre y disfrutar de una ciudad preciosa y queríamos algo céntrico y bonito pero desde luego que ls fotos no se corresponden con lo que te encuentras al llegar la primera impresión fue la peor ya que el recepcionista habían dos un jovencito muy amable que nos pidió los datos y el señor el que nos dio el mal trato que imagino sería el encargado de la mañana aclaro porque por la tarde hay diferentes personas y este señor estaba siempre por la mañana nos dio un trato pésimo muy maleducado que nos ofendió tanto a mi madre como a mi hablándonos con un tono alto y tanto así que se quito la mascarilla porque decía que no le entendíamos muy maleducado todo fue por un problema que ellos mismo tuvieron ya que nosotras cogimos el vuelo,0
para empezar entiendo que sea de estrellas pero necesita una mejora notable zona cercana al centro setas a minutos y giralda a unos andando parking si tienes suerte de que haya plazas libres a euros el día mejor que otros cercanos ya que son más caros y peores como escuelas pías en cuanto a habitación demasiado antigua sin aire acondicionado que estaba apagado en el automático pero que aún encendiéndolo no funcionaba muchísimo calor demasiadas mantas baño muy sucio y con bichos que se colaban por la ventana auxiliar daba a un patio interior en el que se oía todo y que precisamente estaban todas las ventanas abiertas debido a la temperatura se nos colaba un olor muy malo y un ruido de motores televisión demasiado antigua y minúscula la azotea con,0
el día de hoy nos hospedamos en este hotel y el mal olor de encerrado que tiene la habitación y sin tener nada de aire acondicionado diciendo que esta fecha no lo tienen es horrible al abrir la ventana para ventilar el olor se escucha todo el ruido de la gente y de la calle yo y mi pareja somos alérgicos y no valen las habitaciones ya que la cama se notaba falta de limpieza y una colchón muy antiguo no volvería ni lo recomiendo,0
en este hotel nos pasaron varias cosas que nunca nos habían pasado en ningún otro hotel por lo que puedo decir que es el peor en el que me he quedado la habitación que nos dieron es excesivamente ruidosa es como dormir en la calle se escuchan todas las conversaciones de la calle y hasta altas horas de la madrugada hay movimiento buses pasando y a partir de las am llegan todos los camiones de cerveza a dejar la mercancía es imposible dormir por supuesto pusimos la queja en la recepción y solicitamos el cambio de habitación el señor de la recepción nos dijo que no había problema que dejáramos las maletas listas y que ellos las cambiarían por nosotros el señor llenó un formato de cambio de habitación corrimos para dejar todo listo y nos fuimos a hacer turismo,0
las habitaciones múltiples muy poco espaciosas mientras que las dobles muy grandes en las multiples no podíamos tener toallas comida escasa y de tercera llevarse secador a este hostel solo hay tele en las habitaciones dobles personal borde,0
el hotel esta en un lugar inmejorable nos dieron una habitación con vistas a la catedral balcón y tumbonas la habitación sencilla no demasiado limpia allí mismo estaba el lavabo un espejo y la ducha justo al lado una micro habitación con un water sin ventilación que olía mal el desayuno regular escaso lo único bueno lo dicho la localización por lo demás no recomiendo este hostel y dudo que vuelva algún día,0
mi experiencia en este hotel fue horrible habitualmente viajo y en ningún otro sitio he visto nunca lo que vi aquí parece de película pero es real en primer lugar llegamos a la habitación que teníamos asignada y para nuestra sorpresa nos encontramos con una cucaracha corriendo por el pasillo inmediatamente llamamos a recepción y comunicamos lo sucedido y pidiendo un cambio de habitación como mínimo se nos cambia a una nueva habitación y de nuevo para nuestra sorpresa y ya incredulidad miramos debajo de la cama ante la duda y nos encontramos papeles pelusas y de nuevo otro bicho correteando por debajo de la camaes evidente que la limpieza es pésima o nula ya alucinando llamamos de nuevo a recepción explicando lo que pasaba e invitándoles a subir a comprobarlo ellos,0
es una vergüenza que en sevilla un hotel de estrellas esté en este muy lamentable estado de conservación la habitacion sucia hasta decir basta paredes negras y llenas de humedades suelos sucios cortinas negrasen algún momento fueron verdes llamamos a recepcion al llegar a la habitación y no nos dieron solucion tuvimos que dormir en estas condiciones adjunto las fotos para que quede constancia de la realidad de este hotel de de precio igual que hoteles a menos de m de calidad infinitamente superior,0
lo único bueno es el personal recepción y comedor y la ubicación la habitación sucia pelusas por todos lados entre las puertas del armario había el envoltorio de algo pelos en la ducha los baños de al lado de la recepción estaban sucísimos para ser un está obsoleto,0
